item_id,유형,보증금,월세,주소,관리비,층수,평수,형태
38029692,월세,10000,25,서울시 광진구 화양동,10,2,19.83,원룸
38084453,월세,1000,60,서울시 광진구 화양동,2,3,24.79,원룸
37934877,월세,8000,40,서울시 광진구 화양동,9,3,19.83,원룸
38054544,월세,9000,30,서울시 광진구 화양동,10,3,26.45,원룸
38095781,월세,500,57,서울시 광진구 화양동,3,2,18.18,원룸
38068333,월세,1000,60,서울시 광진구 화양동,2,3,24.0,원룸
38001214,월세,5000,95,서울시 광진구 화양동,6,4,26.51,원룸
37973134,월세,3000,50,서울시 광진구 화양동,9,3,18.18,원룸
38052480,월세,1000,58,서울시 광진구 화양동,5,2,24.0,원룸
38016278,월세,1000,58,서울시 광진구 화양동,5,2,21.49,원룸
38058505,월세,1000,63,서울시 광진구 화양동,5,4,23.14,원룸
37986049,월세,2000,53,서울시 광진구 화양동,5,2,23.14,원룸
38084360,월세,1000,50,서울시 광진구 화양동,3,옥탑방,23.14,원룸
38084356,월세,2000,45,서울시 광진구 화양동,3,옥탑방,23.14,원룸
38020585,월세,500,50,서울시 광진구 화양동,3,반지하,19.83,원룸
38005160,월세,20000,25,서울시 광진구 화양동,9,4,23.14,원룸
38095474,월세,22000,30,서울시 광진구 화양동,9,3,27.6,빌라
38077112,월세,10000,30,서울시 광진구 화양동,7,4,18.18,원룸
38043526,월세,200,35,서울시 광진구 화양동,0,반지하,16.53,원룸
37824911,월세,10000,30,서울시 광진구 화양동,7,4,23.14,원룸
38093092,월세,10000,30,서울시 광진구 화양동,7,4,23.14,원룸
38000441,월세,500,60,서울시 광진구 화양동,3,2,21.49,원룸
37994082,월세,1000,55,서울시 광진구 화양동,3,2,23.14,원룸
38092319,월세,500,50,서울시 광진구 화양동,0,반지하,19.83,원룸
37787954,월세,8000,30,서울시 광진구 화양동,3,반지하,49.59,빌라
38045253,월세,3000,55,서울시 광진구 화양동,3,반지하,39.67,빌라
38068999,월세,1000,60,서울시 광진구 화양동,0,반지하,33.06,빌라
38069111,월세,500,65,서울시 광진구 화양동,2,반지하,59.5,빌라
37925230,월세,5000,130,서울시 광진구 화양동,7,3,49.59,빌라
37928509,월세,5000,130,서울시 광진구 화양동,7,2,51.0,빌라
38045361,월세,3000,140,서울시 광진구 화양동,7,3,23.14,원룸
38073005,월세,1000,80,서울시 광진구 화양동,8,저,23.14,오피스텔
38023051,월세,12000,40,서울시 광진구 화양동,0,3,23.14,원룸
38055302,월세,500,40,서울시 광진구 화양동,2,4,13.22,원룸
38067217,월세,500,40,서울시 광진구 화양동,0,4,16.53,원룸
37838937,월세,10000,120,서울시 광진구 화양동,8,2,66.12,빌라
38045423,월세,10000,70,서울시 광진구 화양동,0,3,75.0,빌라
38080194,월세,1000,57,서울시 광진구 화양동,8,3,20.17,원룸
37717280,월세,1000,75,서울시 광진구 화양동,3,1,52.89,빌라
37969762,월세,10000,30,서울시 광진구 화양동,2,반지하,59.5,빌라
38095445,월세,7000,100,서울시 광진구 화양동,0,1,79.34,빌라
37993590,월세,1000,65,서울시 광진구 화양동,8,4,19.83,원룸
38090631,월세,100,57,서울시 광진구 화양동,7,4,16.5289,원룸
38045403,월세,1000,58,서울시 광진구 화양동,9,5,16.05,원룸
38082881,월세,1000,58,서울시 광진구 화양동,9,2,21.49,원룸
38041528,월세,9500,10,서울시 광진구 화양동,14,3,33.06,원룸
38022442,월세,1000,85,서울시 광진구 화양동,10,5,22.49,오피스텔
38050023,월세,1000,90,서울시 광진구 화양동,8,4,37.61,오피스텔
38088269,월세,1000,90,서울시 광진구 화양동,8,3,26.45,오피스텔
37893299,월세,1000,170,서울시 광진구 화양동,15,6,42.98,오피스텔
37893315,월세,2000,155,서울시 광진구 화양동,15,8,42.98,오피스텔
38010734,월세,2000,155,서울시 광진구 화양동,15,12,42.98,오피스텔
38045308,월세,300,165,서울시 광진구 화양동,10,7,46.31,오피스텔
38045494,월세,2000,155,서울시 광진구 화양동,12,6,38.0,오피스텔
38045506,월세,2000,155,서울시 광진구 화양동,15,중,46.33,오피스텔
38057473,월세,1000,170,서울시 광진구 화양동,12,6,38.33,오피스텔
38057489,월세,2000,155,서울시 광진구 화양동,12,6,38.33,오피스텔
38063778,월세,1000,170,서울시 광진구 화양동,10,6,38.3,오피스텔
37851270,월세,1000,60,서울시 광진구 화양동,3,반지하,26.45,원룸
38050130,월세,1000,55,서울시 광진구 화양동,7,2,19.5,원룸
38047311,월세,1000,55,서울시 광진구 화양동,7,2,19.5,원룸
38083078,월세,1000,55,서울시 광진구 화양동,7,2,19.83,원룸
38020354,월세,1000,80,서울시 광진구 화양동,5,반지하,59.5,빌라
37973588,월세,17000,30,서울시 광진구 화양동,9,5,49.59,오피스텔
37816389,월세,2000,35,서울시 광진구 화양동,8,7,13.22,원룸
37820460,월세,2000,35,서울시 광진구 화양동,10,7,13.22,원룸
38091821,월세,2000,50,서울시 광진구 화양동,9,6,23.14,원룸
38091837,월세,2000,50,서울시 광진구 화양동,9,6,19.83,원룸
38027418,월세,1000,50,서울시 광진구 화양동,7,1,19.83,원룸
37708806,월세,3000,45,서울시 광진구 화양동,8,2,19.8347,원룸
38091813,월세,2000,50,서울시 광진구 화양동,9,고,26.45,오피스텔
38025894,월세,300,46,서울시 광진구 화양동,3,반지하,16.53,원룸
38026171,월세,300,46,서울시 광진구 화양동,3,반지하,19.83,원룸
38028784,월세,300,46,서울시 광진구 화양동,3,반지하,18.18,원룸
38029160,월세,300,46,서울시 광진구 화양동,3,반지하,18.18,원룸
38041124,월세,300,46,서울시 광진구 화양동,3,반지하,19.83,원룸
38053110,월세,300,46,서울시 광진구 화양동,3,반지하,19.83,원룸
38071735,월세,300,46,서울시 광진구 화양동,3,반지하,23.14,원룸
37927298,월세,1000,65,서울시 광진구 화양동,2,1,19.83,원룸
38029404,월세,1000,68,서울시 광진구 화양동,8,7,21.49,원룸
38059910,월세,6000,40,서울시 광진구 화양동,8,6,19.83,원룸
37864084,월세,6000,40,서울시 광진구 화양동,8,6,19.83,원룸
38094319,월세,6000,40,서울시 광진구 화양동,8,6,21.49,원룸
37859354,월세,13000,44,서울시 광진구 화양동,10,14,23.14,오피스텔
37910963,월세,15000,40,서울시 광진구 화양동,7,6,33.06,오피스텔
37940576,월세,13000,44,서울시 광진구 화양동,10,14,23.14,오피스텔
37978051,월세,15000,40,서울시 광진구 화양동,8,6,38.67,오피스텔
38039729,월세,12000,49,서울시 광진구 화양동,10,14,36.36,오피스텔
38045460,월세,1000,100,서울시 광진구 화양동,8,3,36.86,오피스텔
38045474,월세,1000,100,서울시 광진구 화양동,8,3,63.18,오피스텔
38068186,월세,1000,100,서울시 광진구 화양동,10,3,36.36,오피스텔
38079592,월세,1000,110,서울시 광진구 화양동,10,3,36.36,오피스텔
38086796,월세,12000,49,서울시 광진구 화양동,9,14,39.67,오피스텔
38087452,월세,15000,40,서울시 광진구 화양동,8,5,38.67,오피스텔
38088145,월세,12000,49,서울시 광진구 화양동,10,14,24.79,오피스텔
38081593,월세,10000,35,서울시 광진구 화양동,7,1,29.75,빌라
37785254,월세,500,43,서울시 광진구 화양동,5,반지하,19.83,원룸
38010731,월세,1000,70,서울시 광진구 화양동,6,8,21.49,원룸
37924211,월세,500,45,서울시 광진구 화양동,5,1,19.83,원룸
37978293,월세,500,45,서울시 광진구 화양동,5,1,19.83,원룸
37963476,월세,500,43,서울시 광진구 화양동,5,반지하,19.83,원룸
38054774,월세,500,43,서울시 광진구 화양동,5,반지하,19.83,원룸
38073947,월세,500,50,서울시 광진구 화양동,0,반지하,21.49,원룸
38085081,월세,1000,62,서울시 광진구 화양동,8,5,19.83,원룸
37905355,월세,10000,75,서울시 광진구 화양동,0,3,72.73,빌라
37979185,월세,10000,75,서울시 광진구 화양동,0,3,72.73,빌라
38020481,월세,1000,55,서울시 광진구 화양동,9.5,5,16.53,원룸
38020488,월세,1000,55,서울시 광진구 화양동,9.5,7,18.18,원룸
38092613,월세,10000,20,서울시 광진구 화양동,7,6,23.14,원룸
38084350,월세,1000,50,서울시 광진구 화양동,8,6,18.18,원룸
37746909,월세,1000,60,서울시 광진구 화양동,4,2,19.83,원룸
37515826,월세,5500,20,서울시 광진구 화양동,7,5,19.83,원룸
37978300,월세,5500,15,서울시 광진구 화양동,7,5,19.83,원룸
37944900,월세,3000,150,서울시 광진구 화양동,10,3,29.75,원룸
38061438,월세,1000,57,서울시 광진구 화양동,8,7,18.18,원룸
37947198,월세,5000,170,서울시 광진구 화양동,7,4,40.28,빌라
37494959,월세,3000,40,서울시 광진구 화양동,8,1,20.5,원룸
37836045,월세,3000,40,서울시 광진구 화양동,8,1,19.83,원룸
37840235,월세,3000,40,서울시 광진구 화양동,8,1,16.53,원룸
37848258,월세,3000,40,서울시 광진구 화양동,10,1,23.14,원룸
38070237,월세,1000,100,서울시 광진구 화양동,10,옥탑방,36.36,빌라
38093487,월세,1000,80,서울시 광진구 화양동,6,2,33.06,빌라
38064187,월세,200,38,서울시 광진구 화양동,5,2,13.22,원룸
37983415,월세,5000,30,서울시 광진구 화양동,8,5,16.53,원룸
37987298,월세,5000,30,서울시 광진구 화양동,8,5,19.83,원룸
38007874,월세,5000,30,서울시 광진구 화양동,8,5,21.49,원룸
38082706,월세,5000,30,서울시 광진구 화양동,8,3,18.18,원룸
38050793,월세,500,43,서울시 광진구 화양동,3,3,16.53,원룸
37804596,월세,3000,75,서울시 광진구 화양동,8,10,19.2,원룸
37878625,월세,7000,30,서울시 광진구 화양동,8,2,19.83,원룸
37854055,월세,1000,70,서울시 광진구 화양동,7,3,16.53,원룸
38050815,월세,3000,30,서울시 광진구 화양동,13,2,13.22,원룸
38036736,월세,500,65,서울시 광진구 화양동,15,3,80.0,오피스텔
38067240,월세,5000,30,서울시 광진구 화양동,8,2,16.53,원룸
38045099,월세,5000,30,서울시 광진구 화양동,8,2,18.18,원룸
38080027,월세,500,50,서울시 광진구 화양동,7,3,16.53,원룸
38042290,월세,1000,100,서울시 광진구 화양동,10,7,29.75,오피스텔
38060549,월세,1000,100,서울시 광진구 화양동,10,7,36.36,오피스텔
38083883,월세,1000,60,서울시 광진구 화양동,8,3,13.18,원룸
38083952,월세,1000,60,서울시 광진구 화양동,8,3,13.18,원룸
37889922,월세,4000,60,서울시 광진구 화양동,9,4,19.83,원룸
37994144,월세,2000,75,서울시 광진구 화양동,9,4,21.49,원룸
38015830,월세,1000,78,서울시 광진구 화양동,9,4,23.14,원룸
38020701,월세,1000,78,서울시 광진구 화양동,9,4,23.14,원룸
38024348,월세,1000,78,서울시 광진구 화양동,9,4,21.49,원룸
38038340,월세,3000,68,서울시 광진구 화양동,9,4,23.14,원룸
38054054,월세,3000,68,서울시 광진구 화양동,9,4,21.5,원룸
38057194,월세,3000,68,서울시 광진구 화양동,9,4,23.14,원룸
38057546,월세,3000,68,서울시 광진구 화양동,9,4,23.14,원룸
38068002,월세,3000,68,서울시 광진구 화양동,8,4,26.45,원룸
38089817,월세,5000,58,서울시 광진구 화양동,9,4,23.14,원룸
37932477,월세,1000,90,서울시 광진구 화양동,10,8,33.06,오피스텔
37996749,월세,2000,83,서울시 광진구 화양동,10,4,33.06,오피스텔
38079387,월세,2000,83,서울시 광진구 화양동,8,4,36.36,오피스텔
38089427,월세,1000,90,서울시 광진구 화양동,10,8,33.06,오피스텔
38075172,월세,1000,45,서울시 광진구 화양동,8,2,13.22,원룸
37895993,월세,1000,70,서울시 광진구 화양동,3,반지하,36.36,빌라
37957301,월세,1000,80,서울시 광진구 화양동,4,2,36.36,빌라
37961926,월세,1000,80,서울시 광진구 화양동,4,2,36.36,빌라
38043976,월세,1000,80,서울시 광진구 화양동,5,2,69.64,빌라
38089940,월세,1000,80,서울시 광진구 화양동,4,2,36.36,빌라
38092429,월세,1000,80,서울시 광진구 화양동,4,2,33.06,빌라
38095498,월세,1000,80,서울시 광진구 화양동,5,2,29.75,빌라
37963441,월세,2000,55,서울시 광진구 화양동,6,3,19.83,원룸
37980571,월세,2000,55,서울시 광진구 화양동,8,3,16.53,원룸
37910572,월세,200,125,서울시 광진구 화양동,8,16,27.41,오피스텔
38067745,월세,1000,90,서울시 광진구 화양동,8,6,23.14,오피스텔
38068256,월세,1000,90,서울시 광진구 화양동,8,6,23.14,오피스텔
38069671,월세,1000,90,서울시 광진구 화양동,8,중,23.14,오피스텔
38016566,월세,10000,55,서울시 광진구 화양동,10,10,18.8,원룸
38092270,월세,10000,55,서울시 광진구 화양동,10,10,29.75,원룸
37697380,월세,16000,25,서울시 광진구 화양동,10,고,72.92,오피스텔
38028796,월세,10000,50,서울시 광진구 화양동,9,10,30.45,오피스텔
37458311,월세,1000,90,서울시 광진구 화양동,7,12,36.9,오피스텔
37458666,월세,1000,90,서울시 광진구 화양동,7,12,36.9,오피스텔
37458812,월세,3000,80,서울시 광진구 화양동,7,13,36.9,오피스텔
37458820,월세,1000,90,서울시 광진구 화양동,7,14,36.9,오피스텔
37577248,월세,3000,85,서울시 광진구 화양동,10,10,36.91,오피스텔
37596579,월세,1000,100,서울시 광진구 화양동,10,9,36.89,오피스텔
37796805,월세,1000,95,서울시 광진구 화양동,10,3,36.89,오피스텔
37807988,월세,5000,75,서울시 광진구 화양동,10,13,36.9,오피스텔
37831162,월세,3000,160,서울시 광진구 화양동,10,3,36.9,오피스텔
37842198,월세,5000,75,서울시 광진구 화양동,8,7,36.89,오피스텔
37909255,월세,500,90,서울시 광진구 화양동,10,3,33.06,오피스텔
37915002,월세,1000,90,서울시 광진구 화양동,10,11,26.45,오피스텔
37929662,월세,1000,88,서울시 광진구 화양동,10,13,36.9,오피스텔
37930098,월세,1000,88,서울시 광진구 화양동,10,14,36.9,오피스텔
37930289,월세,1000,88,서울시 광진구 화양동,10,11,36.9,오피스텔
37930365,월세,1000,88,서울시 광진구 화양동,10,11,36.9,오피스텔
37933759,월세,1000,95,서울시 광진구 화양동,10,10,36.9,오피스텔
37948825,월세,1000,95,서울시 광진구 화양동,10,7,36.9,오피스텔
37955783,월세,1000,95,서울시 광진구 화양동,15,13,36.89,오피스텔
37967247,월세,1000,105,서울시 광진구 화양동,15,16,36.89,오피스텔
37968104,월세,1000,100,서울시 광진구 화양동,10,14,36.9,오피스텔
37969021,월세,15000,25,서울시 광진구 화양동,10,7,36.36,오피스텔
37973574,월세,5000,70,서울시 광진구 화양동,10,8,19.83,오피스텔
37987517,월세,10000,50,서울시 광진구 화양동,7,5,36.9,오피스텔
37992319,월세,1000,95,서울시 광진구 화양동,10,9,36.91,오피스텔
37992430,월세,10000,50,서울시 광진구 화양동,7,5,36.9,오피스텔
37992802,월세,1000,90,서울시 광진구 화양동,7,13,36.9,오피스텔
37999501,월세,1000,100,서울시 광진구 화양동,10,3,36.91,오피스텔
38006480,월세,3000,90,서울시 광진구 화양동,10,10,36.9,오피스텔
38039771,월세,1000,90,서울시 광진구 화양동,10,6,36.36,오피스텔
38039788,월세,1000,100,서울시 광진구 화양동,10,12,26.45,오피스텔
38042136,월세,5000,85,서울시 광진구 화양동,15,5,36.89,오피스텔
38045634,월세,1000,100,서울시 광진구 화양동,8,7,29.75,오피스텔
38046603,월세,2000,80,서울시 광진구 화양동,10,4,36.89,오피스텔
38046669,월세,1000,105,서울시 광진구 화양동,10,6,36.89,오피스텔
38051444,월세,5000,85,서울시 광진구 화양동,8,5,36.9,오피스텔
38055231,월세,5000,80,서울시 광진구 화양동,7,14,36.9,오피스텔
38056416,월세,1000,105,서울시 광진구 화양동,10,9,33.06,오피스텔
38056425,월세,10000,50,서울시 광진구 화양동,10,11,33.06,오피스텔
38058036,월세,300,93,서울시 광진구 화양동,10,3,33.06,오피스텔
38067862,월세,1000,90,서울시 광진구 화양동,10,12,33.06,오피스텔
38070304,월세,5000,75,서울시 광진구 화양동,10,4,25.72,오피스텔
38072605,월세,15000,40,서울시 광진구 화양동,10,6,33.06,오피스텔
38076520,월세,1000,100,서울시 광진구 화양동,10,9,36.89,오피스텔
38079239,월세,5000,70,서울시 광진구 화양동,10,7,36.36,오피스텔
38079245,월세,5000,70,서울시 광진구 화양동,10,5,36.36,오피스텔
38080216,월세,300,93,서울시 광진구 화양동,10,3,33.06,오피스텔
38080933,월세,5000,75,서울시 광진구 화양동,10,6,33.06,오피스텔
38081156,월세,5000,75,서울시 광진구 화양동,10,6,36.89,오피스텔
38081674,월세,5000,75,서울시 광진구 화양동,7,6,36.9,오피스텔
38084794,월세,15000,40,서울시 광진구 화양동,8,6,29.75,오피스텔
38084803,월세,5000,75,서울시 광진구 화양동,8,6,29.75,오피스텔
38088462,월세,5000,75,서울시 광진구 화양동,10,6,26.45,오피스텔
38092038,월세,13000,40,서울시 광진구 화양동,10,6,19.83,오피스텔
38093401,월세,1000,88,서울시 광진구 화양동,1,16,36.9,오피스텔
38021089,월세,14000,10,서울시 광진구 화양동,10,16,49.5868,오피스텔
37891036,월세,13000,45,서울시 광진구 화양동,9.5,20,35.0,오피스텔
38078127,월세,10000,35,서울시 광진구 화양동,9,5,32.0,오피스텔
38080374,월세,10000,35,서울시 광진구 화양동,9,5,26.45,오피스텔
38084984,월세,3000,55,서울시 광진구 화양동,9,10,32.0,오피스텔
38086178,월세,3000,55,서울시 광진구 화양동,9,10,26.45,오피스텔
